Sentences,E,G,S,I
Dòng máy bay thân thiện với môi trường mới trong đội bay của Vietjet có khoảng 70 chiếc Airbus A321neo.,1,0,0,0
2 SAFRAN dựa vào lượng nhiên liệu bị trì hoãn và tốc độ nhiên liệu bị giảm dần cũng đang gia tăng.,1,0,0,0
"Tiết kiệm chi phí cho giấy tờ, loại bỏ chất thải khỏi các sản phẩm in ấn.",1,0,0,0
"Đối với các dự án mà việc sản xuất hoặc hoạt động kinh doanh có ảnh hưởng đến môi trường như xả thải, Tập đoàn đã được cấp Giấy phép Môi trường theo yêu cầu của Nghị định số 08/2022 / ND-CP.",1,0,0,0
"Ngoài ra, một quy trình báo cáo sự cố rủi ro hoạt động khi phát sinh cũng được thiết lập.",0,1,0,0
"100 nhà máy, trang trại và cơ sở sản xuất khác đang tiến hành phát thải khí nhà kính theo tiêu chuẩn ISO 14064.",1,0,0,0
"Hàng năm, ACB sẽ tăng giới hạn của Chương trình Chăm sóc Sức khỏe Toàn diện ACB Care để cải thiện phúc lợi chung của tất cả nhân viên.",0,0,1,0
"HCM (Thành phố Hồ Chí Minh), Đồng Nai và năm dự án bất động sản nghỉ dưỡng tại một số tỉnh, thành phố lớn.",0,0,0,1
"Thông qua quy trình này, Vietjet có thể nhận diện và đánh giá chính xác các rủi ro ảnh hưởng nhiều nhất đến hoạt động của mình theo tiêu chí của Lực lượng Đặc nhiệm về Công khai Tài chính Liên quan đến Khí hậu (TCFD) như sau: cơ hội liên quan tới biến đổi khí hậu.",1,0,0,0
"Câu Lạc Bộ Thể Thao: Yoga, Bóng Đá và Cầu Lông Hoạt Động Duy Trì Thường Xuyên.",0,0,0,1
"Nhóm đối tượng được áp dụng của Công ty phải tuân thủ các yêu cầu về an toàn, vệ sinh lao động theo quy định tại Khoản 1, Điều 7, Thông tư số 07/2016/TT-BLĐTBXH.",0,0,1,0
"298 lượt đào tạo; các khóa học về cập nhật kiến thức, đào tạo chuyên môn, hội nhập và phổ biến quy định, chính sách của công ty được thực hiện để tuyên truyền chính sách và quy định của cả công ty lẫn Nhà nước, giúp người lao động hiểu rõ quyền lợi cũng như trách nhiệm khi làm việc.",0,1,0,0
"Các hệ thống quản lý rủi ro được cải thiện có thể giúp các tổ chức kiểm soát tốt hơn, nâng cao hiệu quả hoạt động tổng thể của họ.",0,1,0,0
"Biểu đồ 21: Tổng số khóa đào tạo năm 2022 VinBigData luôn ưu tiên triển khai các chương trình đào tạo cho nhân viên, thông qua việc cung cấp cơ hội tham gia vào các khóa học nội bộ, đào tạo chuyên môn và kỹ năng mềm, tham dự các khóa học trực tuyến quốc tế, buổi chia sẻ trực tiếp giữa nhân viên với người có ảnh hưởng, Tổng Giám đốc và đại diện từ các công ty công nghệ hàng đầu để hiểu sâu hơn về lĩnh vực này.",0,0,1,0
"FDY tăng 6,6% chủ yếu do Công ty chưa đạt được hiệu quả sản xuất theo các chỉ số KPIs chất lượng đặt ra cùng với việc sản xuất các loại sợi có quy cách đặc biệt trong năm, dẫn đến mức tiêu thụ điện cao hơn trên một đơn vị sợi.",1,0,0,0
"Chúng đảm bảo rằng hoạt động tương tác trong môi trường kỹ thuật số được an toàn, nhận biết xu hướng chung của quá trình chuyển đổi số, đồng thời phát triển tư duy và năng lực của đội ngũ nhân viên thời đại mới.",0,0,1,0
ESG được tích hợp vào một số quy trình làm việc liên quan đến hoạt động ngân hàng.,0,1,0,0
và Quỹ Tín Dụng Biển riêng tư chính của SeaTown (SeaTown Private Credit Master Fund) tiếp tục thực hiện đợt giải ngân thứ hai của hợp đồng tín dụng năm 2017 với khoản tài trợ bổ sung là 50 triệu đô la Mỹ..,0,0,0,1
Các cuộc kiểm tra được thực hiện bởi các nhân viên trong nhóm bảo đảm chất lượng (QA) sẽ cung cấp thông tin cho nhóm kiểm toán bên ngoài của công ty.,0,1,0,0
"Thông tin này sẽ được chuyển tới Ban Quản lý dự án phối hợp với Nhà thầu để khắc phục, đảm bảo khách hàng nhận được sản phẩm chất lượng tốt nhất theo đúng tiêu chuẩn của Tập đoàn.",0,0,1,0
"Những quá trình này nhằm tối ưu hóa tuổi thọ pin, tạo ra những quả pin có chất lượng tuyệt vời cho các phương tiện điện thế hệ tiếp theo.",1,0,0,0
"Hội đồng quản trị (HĐQT) của tập đoàn Novaland luôn theo dõi các hoạt động của ban điều hành một cách chặt chẽ, họ cung cấp hướng dẫn cần thiết trong thời gian thực để đảm bảo công ty phát triển có lợi nhuận và bền vững.",0,1,0,0
Chúng tôi dự kiến sẽ tiếp tục gia tăng số lượng với nhiều chương trình hấp dẫn hơn trong năm nay.,0,0,1,0
Giảm lượng khí thải carbon của bạn bằng cách áp dụng phương pháp tiết kiệm năng lượng cho việc xây dựng công trình và hoạt động tòa nhà.,1,0,0,0
"Ban lãnh đạo của Techcombank, một ngân hàng thương mại cổ phần có trụ sở tại Việt Nam trình bày báo cáo này cũng như báo cáo tài chính hợp nhất cho năm tài chính kết thúc vào ngày 31 tháng Mười hai năm 2022 và các công ty con tương ứng.",0,1,0,0
Anh ấy đã hoàn thành bằng Thạc sĩ Nâng cao về Quan hệ Quốc tế tại Trường Nghiên cứu Quốc tế Elliott của Đại học George Washington ở Mỹ.,0,0,0,1
"Trong nhiệm kỳ tại Thái Lan, ông đảm nhận các vị trí điều hành chủ chốt như Giám đốc Chiến lược, Trưởng ban Chuyển đổi kinh doanh và Giám đốc Dữ liệu - thiết kế và thực hiện chương trình chuyển đổi kỹ thuật số của ngân hàng hướng tới khách hàng là trọng tâm.",0,1,0,0
"Thời gian sở hữu tài sản thương mại là vĩnh viễn và có thể mua lại với số tiền lớn hơn so với chi phí ban đầu của nó, vì vậy chúng tôi sẽ làm điều đó.",0,0,0,1
"Giá trị được cung cấp cho các bên liên quan thông qua việc áp dụng tiêu chuẩn Phát triển Bền vững, và tích hợp các chỉ số này trong quá trình đánh giá các cơ hội đầu tư.",0,1,0,0
Đánh giá nhà cung cấp dựa trên cả các tiêu chuẩn bền vững lẫn các tiêu chí khác.,0,1,0,0
Hợp đồng cung cấp dịch vụ đảm bảo ngoài kiểm toán và soát xét thông tin tài chính trong quá khứ do Ủy ban chuẩn mực kiểm toán và đảm bảo quốc tế ban hành.,0,1,0,0
Tỷ lệ mức lương khởi điểm giữa nam giới và nữ giới theo trình độ học vấn cũng góp phần vào sự thành công chung và tính bền vững lâu dài của một tổ chức.,0,0,1,0
"Một trong những đối tác đó là Tập đoàn Hitachi, người triển khai tính năng ""Sức khỏe là vàng"" trên ứng dụng Baoviet Direct - một nền tảng dựa trên trí thông minh nhân tạo (AI) phân tích các chỉ số, thói quen sinh hoạt, xét nghiệm và tiền sử bệnh để đưa ra đánh giá rủi ro sức khỏe tiềm ẩn.",0,0,1,0
"Cần thiết xây dựng và ban hành các quy định về điều kiện kinh doanh xăng dầu cho tất cả các cơ sở bán lẻ trên địa bàn thành phố; đồng thời triển khai thí điểm phương án thuê dịch vụ để đảm bảo, duy trì tiêu chuẩn của nhà nước.",0,1,0,0
"Nên cung cấp các thông tin minh bạch về nguồn gốc và quy trình sản xuất của sản phẩm, từ nguyên liệu thô cho đến khi hoàn thành.",0,1,0,0
Mục đích của chúng tôi là hỗ trợ sự phát triển bền vững để đạt được các mục tiêu lâu dài trong mọi hoạt động kinh doanh thuộc Tập đoàn.,0,1,0,0
"Ngoài việc cung cấp các khoản tiết kiệm và đầu tư cho nhiều đối tượng khác nhau, ngành dịch vụ tài chính cũng chứng kiến một kết quả tích cực trong năm 2022 với tỷ lệ lợi nhuận cao hơn: tổng doanh thu đạt mức kỷ lục là 963,5 tỷ euro.",0,0,1,0
"Việc tích hợp các chỉ số Môi trường, Xã hội và Quản trị (ESG) vào tất cả các cấp của tổ chức sẽ thúc đẩy nhân viên, nhà cung cấp, cộng đồng địa phương và cuối cùng là tác động đến hiệu quả tài chính tổng thể của công ty.",0,1,0,0
"Ủy ban Lương thưởng có chức năng tham mưu Hội đồng Quản trị về các vấn đề liên quan đến chính sách lương thưởng, tiền công và phúc lợi cho thành viên Ban Giám đốc, Tổng giám đốc và những vị trí quản lý cấp cao khác; đánh giá hiệu quả của hệ thống thù lao, lương thưởng và chương trình đãi ngộ đối với nhân viên.",0,1,0,0
"Tại Nhà máy xử lý nước thải số 4, toàn bộ dòng nước thải phát sinh từ các hoạt động khám chữa bệnh của Vinmec được xử lý để đạt QCVN 28:2010/BTNMT - Quy chuẩn kỹ thuật quốc gia về nước thải y tế.",1,0,0,0
"Tất cả các vị trí hoạt động của Tập đoàn chúng tôi đều được đảm bảo an toàn và không xảy ra bất kỳ tranh chấp hay khiếu nại nào về những vấn đề liên quan đến bảo mật trong quá trình làm việc, do các nhà cung cấp dịch vụ bảo vệ thực hiện.",0,0,1,0
"Việc giải quyết và thông báo kết quả các vấn đề khiếu nại, tố cáo, phản ánh hoặc kiến nghị sẽ diễn ra trong vòng mười ngày làm việc đối với những cá nhân có liên quan đến nội dung trên.",0,1,0,0
"Sức mạnh xanh bền vững, Coteccons đã đạt được những giá trị đáng kể của lịch sử xây dựng Việt Nam.",1,0,0,0
"Cuối cùng, người lao động có thời gian công tác hơn 10 năm chỉ chiếm một tỷ lệ nhỏ là 3,2% mà thôi.",0,0,1,0
VinBigData là điểm sáng giữa những thách thức mà khối doanh nghiệp công nghệ đang gặp phải trong việc đầu tư vào phát triển nguồn nhân lực.,0,0,1,0
"Để giành chiến thắng trong cuộc thi, một thiết kế phải đáp ứng được ba tiêu chí: thẩm mỹ, sáng tạo và bền vững.",0,0,0,1
"Trên thị trường quốc tế, mối liên kết với đối tác Nhật Bản Sumitomo Life (và trước đó là HSBC Insurance) đã tạo ra một hình ảnh cho Bảo Việt vươn xa cả khu vực lẫn toàn cầu trong lĩnh vực bảo hiểm và tài chính.",0,0,1,0
"Từ ngày 15 tháng 12 năm 2016 đến ngày 31 tháng 12 năm 2022, ông là Thành viên Hội đồng quản trị kiêm Tổng giám đốc của Công ty Cổ phần Vicostone.",0,1,0,0
"Được trang bị kiến thức này, Bảo Việt nhận thấy rằng đầu tư vào giáo dục chính là một khoản đầu tư hướng tới tương lai và là một khoản đầu tư nền tảng.",0,0,1,0
Nâng cao kỹ năng chuyên môn trong lĩnh vực vận chuyển và hậu cần để nâng cao hiệu quả hoạt động của công ty bạn.,0,1,0,0
"Ngoài việc duy trì sự ổn định của các mối quan hệ với nhà cung cấp, Bộ phận Mua sắm còn tập trung vào việc giảm thiểu giá vốn hàng bán và tạo ra một mạng lưới chuỗi cung ứng đáng tin cậy lâu dài cho tổ chức.",0,0,1,0
"Chính sách này được áp dụng cho tất cả thành viên Coteccons và các công ty con (dù làm việc tạm thời, theo hợp đồng có xác định thời hạn hay không xác định thời hạn), người học nghề, thực tập sinh, tình nguyện viên nhân sự thuê ngoài, nhân viên đại lý, đơn vị tư vấn, nhà thầu phụ, bên thứ ba và bất kỳ tổ chức cá nhân nào khác liên quan.",0,1,0,0
"Để đạt được mục tiêu về an toàn và sức khỏe lao động của mình, chúng tôi đang tập trung vào việc tăng cường thực hành quản lý an toàn tại Novaland.",0,0,1,0
"Ngay khi VICOSTONE ra mắt dòng Aquas Series thì nó đã thu hút được sự quan tâm, yêu thích của khách hàng.",0,0,0,1
"Cung cấp cho đơn vị các công cụ quản lý rủi ro, đào tạo, hướng dẫn và hỗ trợ để thực hiện QTRR hiệu quả.",0,1,0,0
"Khuyến khích nhân viên có thành tích vượt trội trong học tập và các hoạt động ngoại khóa như thể thao, âm nhạc hoặc nghệ thuật sẽ mang lại sự cân bằng lành mạnh giữa công việc và cuộc sống.",0,0,1,0
Là một thành viên của cả Hiệp hội Nước mắm Truyền thống và Hội Nước mắm Nha Trang.,0,0,0,1
"Tổ chức, quản lý và lãnh đạo là những kỹ năng cần thiết để thành công trong kinh doanh.",0,1,0,0
"Công ty cũng vượt quá 10% kế hoạch doanh thu và 11,2% kế hoạch lợi nhuận do Đại hội đồng cổ đông đặt ra.",0,0,0,1
"Với ý tưởng thiết kế ""Made to Enlighten"" của Takashi Niwa Architects, Pizza 4P' s Hikari Bình Dương là một ví dụ điển hình về cách tiếp cận môi trường có ý nghĩa và bền vững, truyền tải đến khách hàng những bài học thông qua không gian giải trí mang tính giáo dục tại thành phố mới.",1,0,0,0
